company_name,city,state,pin_code,company_type,contact_number,company_website
 Perfect Radiators and Oil Coolers Pvt Ltd  ,NewDelhi,Delhi,110020, SMEs, (011) 40627200,Website Not Found
" Perfect Honda, Paruthippara  ",Thiruvananthapuram,Kerala,695029, SMEs, (0471) 8111889111  9656612341,"<a href=""http://www.perfecthonda.in""  target=""_blank"">www.perfecthonda.in</a>"
 Perfect Auto Services  ,Rajkot,Gujarat,360004, SMEs, (0281) 2382101,Website Not Found
 Pentagon Machines & Services Pvt Ltd  ,Chennai,TamilNadu,600098, SMEs, (044) 26251920  26250408,Website Not Found
" Peninsular Honda, Trivandrum  ",Thiruvananthapuram,Kerala,695582, SMEs, (0471) 2416777,"<a href=""http://www.peninsularhonda.com""  target=""_blank"">www.peninsularhonda.com</a>"
" Peninsular Honda, Maradu  ",Kochi,Kerala,682034, SMEs, (0484) 2705547  2705548,Website Not Found
" Peninsular Honda, Mangalore  ",Mangalore,Karnataka,575006, SMEs, (0824) 2222314  9243309999,Website Not Found
 Peninsular Honda  ,Kochi,Kerala,682034, Industry Top, (0484) 3067777,"<a href=""http://www.peninsularhonda.com""  target=""_blank"">www.peninsularhonda.com</a>"
 Pee Tee Coach Builders Pvt Ltd  ,Karur,TamilNadu,639002, SMEs, (04324) 9952435996,"<a href=""http://www.peeteecoach.com""  target=""_blank"">www.peeteecoach.com</a>"
 Pebco Motors Ltd  ,Jamshedpur,Jharkhand,832109, Industry Top, (0657) 6621200,"<a href=""http://www.pebcomotors.com""  target=""_blank"">www.pebcomotors.com</a>"
 Pebco Motors  ,Jamshedpur,Jharkhand,831001, Industry Top, (0657) 6504444,"<a href=""http://www.pebcomotors.com""  target=""_blank"">www.pebcomotors.com</a>"
 Pebco Motor  ,Jamshedpur,Jharkhand,831011, SMEs, (0657) 2228763  2226965,"<a href=""http://www.pebcomotors.com""  target=""_blank"">www.pebcomotors.com</a>"
 Peaks Auto Pvt Ltd  ,Srinagar,Jammu&Kashmir,191101, Industry Top, (0194) 9419089586,"<a href=""http://www.peaksauto.co.in""  target=""_blank"">www.peaksauto.co.in</a>"
 Peak Automobiles India Pvt Ltd  ,Erode,TamilNadu,638009, SMEs, (0424) 2430304,Website Not Found
 PC Bhandari Fiat  ,Jodhpur,Rajasthan,342006, SMEs, (0291) 2740915,Website Not Found
 Pavan Motors Pvt Ltd (Maruti Suzuki)  ,Nalgonda,Telangana,508001, Industry Top, (08685) 8682 -273399,"<a href=""http://www.pavanmotors.com""  target=""_blank"">www.pavanmotors.com</a>"
 Pavan Auto Agency  ,Modasa,Gujarat,383315, SMEs, (02774) 8488011000,Website Not Found
" Pavan Associates , Davangere  ",Davangree,Karnataka,577005, Industry Top, (08192) 9880910040,Website Not Found
 Paul Components Pvt Ltd  ,NewDelhi,Delhi,110005, SMEs, (011) 9350020981,"<a href=""http://www.paulcomponents.com""  target=""_blank"">www.paulcomponents.com</a>"
 Patwa City Automobiles(Abhikaran Honda)  ,Indore,MadhyaPradesh,452001, Industry Top, (0731) 3380385  4002200,Website Not Found
 Patwa Abhikaran Pvt Ltd  ,Indore,MadhyaPradesh,452001, SMEs, (0731) 2495689  2490224,Website Not Found
 Patson Motors  ,Belgaum,Karnataka,590003, Industry Top, (0831) 2486674  2486385,"<a href=""http://www.patsonford.in""  target=""_blank"">www.patsonford.in</a>"
 Patni Bajaj  ,Nagpur,Maharashtra,440001, SMEs, (0712) 2522100,Website Not Found
 Patliputra Hero  ,Patna,Bihar,800001, SMEs, (0612) 2227769  2250781,Website Not Found
 Pathikkal Motors Pvt Ltd  ,Perinthalmanna‎,Kerala,679322, SMEs, (04933) 8138029887  225394,Website Not Found
 Pathankot Vehicleades  ,Pathankot,Punjab,145001, Industry Top, (0186) 2347245,"<a href=""http://www.vehicleades.com""  target=""_blank"">www.vehicleades.com</a>"
 Patel Motors  ,Ahmedabad,Gujarat,380013, SMEs, (079) 9825181282,"<a href=""http://www.patelmotor.com""  target=""_blank"">www.patelmotor.com</a>"
 Patel Automobiles  ,Bhavnagar,Gujarat,364004, SMEs, (0278) 2447701  2447702,Website Not Found
 Patel & Co  ,Surendranagar,Gujarat,363030, Industry Top, (02752) 241789  242789,Website Not Found
 Pashupati Motors  ,NewDelhi,Delhi,110017, Industry Top, (011) 43410000,Website Not Found
 Pashankar Auto Pvt Ltd  ,Pune,Maharashtra,411005, Industry Top, (020) 30284569  30284521,"<a href=""http://www.pashankarauto.com""  target=""_blank"">www.pashankarauto.com</a>"
" Pasco Automobiles, Tauru  ",Gurgaon,Haryana,122015, SMEs, (0124) 8683000901,Website Not Found
" Pasco Automobiles, Sohna  ",Gurgaon,Haryana,122103, SMEs, (0124) 4952000,"<a href=""http://www.pasco.in""  target=""_blank"">www.pasco.in</a>"
 Pasco Automobiles Pvt Ltd  ,Gurgaon,Haryana,122015, Industry Top, (0124) 4012000,"<a href=""http://www.pasco.in""  target=""_blank"">www.pasco.in</a>"
 Parx Hero  ,Ernakulam,Kerala,683572, SMEs, (0484) 9287234500,Website Not Found
 Parvati Automobiles  ,Yavatmal,Maharashtra,445001, Industry Top, (07232) 245117  246117,Website Not Found
 Parshv Motors  ,Chandrapur,Maharashtra,442401, Industry Top, (07172) 260164  9922699990,Website Not Found
" Park Lane Cars Pvt Ltd, Ahmednagar(Volkswagen)  ",Ahemadnagar,Maharashtra,414001, Industry Top, (0241) 2345577  7757000326,"<a href=""http://www.volkswagenahmednagar.co.in""  target=""_blank"">www.volkswagenahmednagar.co.in</a>"
 Pareena Motors Pvt Ltd  ,Gaya,Bihar,823001, Industry Top, (0631) 9955981276 2222849,Website Not Found
" Paras Honda,Jodhpur  ",Jodhpur,Rajasthan,342001, SMEs, (0291) 9694055525  2745252,Website Not Found
 Paracoat Products Ltd  ,Bhiwadi,Rajasthan,301019, Industry Top, (01493) 9001991084,"<a href=""http://www.paracoat.com""  target=""_blank"">www.paracoat.com</a>"
 Panorama Automotive Industries Pvt Ltd  ,Pune,Maharashtra,411013, SMEs, (020) 9370279751   26810918,"<a href=""http://www.panoramaauto.com""  target=""_blank"">www.panoramaauto.com</a>"
 Panivelil Motors Pvt Ltd  ,Palakkad,Kerala,678007, SMEs, (0491) 2572549,Website Not Found
 Pandit Automotives Pvt Ltd (Tata)  ,Pune,Maharashtra,411002, Industry Top, (020) 24440608  24446131,"<a href=""http://www.panditauto.com""  target=""_blank"">www.panditauto.com</a>"
 Pandit Automobiles Pvt Ltd  ,Yamunanagar,Haryana,135001, SMEs, (01732) 247777  247945,Website Not Found
 Pandey Motors Pvt Ltd  ,Muzaffarpur,Bihar,842001, SMEs, (0621) 9334908880,Website Not Found
 Panchnath Auto Pvt Ltd  ,Shapar,Gujarat,360024, Industry Top, (02827) 252746,Website Not Found
 Panchal Manufacturing Co Pvt Ltd  ,Faridabad,Haryana,121001, SMEs, (0129) 4027601  9810139734,"<a href=""http://www.panchalauto.com""  target=""_blank"">www.panchalauto.com</a>"
 Pan International  ,Pune,Maharashtra,411001, SMEs, (020) 26164440   26052273,"<a href=""http://www.panpune.com""  target=""_blank"">www.panpune.com</a>"
 Pallavi Motors Pvt Ltd  ,Guwahati,Assam,781005, SMEs, (0361) 2454327  2454328,Website Not Found
 Palaniappas Motors Pvt Ltd  ,Dindigul,TamilNadu,624001, SMEs, (0451) 2432101  2436196,"<a href=""http://www.palaniappashero.heromotocorpdealers.com""  target=""_blank"">www.palaniappashero.heromotocorpdealers.com</a>"
 Palace Toyota  ,Mysore,Karnataka,570017, Industry Top, (0821) 4248222,"<a href=""http://www.palacetoyota.com""  target=""_blank"">www.palacetoyota.com</a>"
 Pal Hero  ,Vidisha,MadhyaPradesh,464001, Industry Top, (07592) 402200  233286,Website Not Found
 Pal Ford  ,Haldwani,Uttaranchal,263139, SMEs, (05946) 9690014100,"<a href=""http://www.palford.in""  target=""_blank"">www.palford.in</a>"
" Pal Enterprises, Vidisha  ",Vidisha,MadhyaPradesh,464001, SMEs, (07592) 402200  233286,Website Not Found
 Pai Sales Pvt Ltd.  ,Udupi,Karnataka,576105, SMEs, (0820) 9341840076   9035037512,Website Not Found
" Pai Sales Pvt Ltd,Udupi  ",Udupi,Karnataka,576102, SMEs, (0820) 2583111  9663437533,Website Not Found
" Pai Sales Pvt Ltd , Manglore  ",Mangalore,Karnataka,575001, SMEs, (0824) 4260001,Website Not Found
" Pagariya Auto, Adalat Road  ",Aurangabad,Maharashtra,431001, SMEs, (0240) 6616666,Website Not Found
 Pagariya Auto Pvt Ltd  ,Aurangabad,Maharashtra,431001, SMEs, (0240) 6616666,Website Not Found
 Pagariya  ,Aurangabad,Maharashtra,431001, SMEs, (0240) 7709877111,Website Not Found
 Pae Ltd  ,Mumbai,Maharashtra,400034, Industry Top, (022) 66185799,"<a href=""http://www.paeltd.com""  target=""_blank"">www.paeltd.com</a>"
 Padmini VNA Mechatronics Pvt Ltd  ,Gurgaon,Haryana,122001, Industry Top, (0124) 3225438  9810384215,"<a href=""http://www.padminivna.com""  target=""_blank"">www.padminivna.com</a>"
 Padmavati Automobiles  ,Sangamner,Maharashtra,422605, SMEs, (02425) 9422224098,Website Not Found
 Padmalaya Sales Corporation.  ,Bhubaneswar,Orissa,751001, SMEs, (0674) 9238106902  2501555,Website Not Found
 Padmalaya Sales Corporation  ,Bhubaneswar,Orissa,751015, SMEs, (0674) 9583003400,Website Not Found
 Pacoline Industries Pvt Ltd  ,Pune,Maharashtra,411013, SMEs, (020) 26870643,"<a href=""http://www.pacoline.com""  target=""_blank"">www.pacoline.com</a>"
 Packson Impex Pvt Ltd  ,Ludhiana,Punjab,141010, SMEs, (0161) 2534664  2546364,Website Not Found
 Pacific Motors  ,Bareilly,UttarPradesh,243502, SMEs, (0581) 9258071051,Website Not Found
 Pacco Industrial Corporation  ,NewDelhi,Delhi,110020, SMEs, (011) 29879000  29879099,"<a href=""http://www.paccoindia.com""  target=""_blank"">www.paccoindia.com</a>"
 P S Enterprises  ,Pune,Maharashtra,412108, SMEs, (020) 9822078484,"<a href=""http://www.psenterprises.co.in""  target=""_blank"">www.psenterprises.co.in</a>"
 P M Diesels Pvt Ltd  ,Rajkot,Gujarat,360003, Industry Top, (0281) 2387402  2387403,"<a href=""http://www.fieldmarshal.com""  target=""_blank"">www.fieldmarshal.com</a>"
 P L Hyundai  ,Jaipur,Rajasthan,302017, Industry Top, (0141) 4111333,"<a href=""http://www.plmotors.com""  target=""_blank"">www.plmotors.com</a>"
 Ovis Equipments Pvt Ltd  ,Hyderabad,Telangana,500051, SMEs, (040) 27260933  27263461,"<a href=""http://www.oepl.in""  target=""_blank"">www.oepl.in</a>"
 Oswal Overseas Corporation  ,NewDelhi,Delhi,110006, SMEs, (011) 23951183   23937236,Website Not Found
 Oswal Castings Pvt Ltd  ,Faridabad,Haryana,121004, SMEs, (0129) 4292100,"<a href=""http://www.oswalelectricals.com""  target=""_blank"">www.oswalelectricals.com</a>"
 OSL Scandinavian  ,Kolkata,WestBengal,700046, Industry Top, (033) 9007214133,"<a href=""http://www.osl-volvo.in""  target=""_blank"">www.osl-volvo.in</a>"
 Osl Prestige Pvt Ltd  ,Kolkata,WestBengal,700105, SMEs, (033) 22517010,"<a href=""http://www.bmw-oslprestige.in""  target=""_blank"">www.bmw-oslprestige.in</a>"
 Osl Motors Pvt Ltd  ,Cuttak,Orissa,753001, Industry Top, (0671) 9338685213,"<a href=""http://www.oslhyundai.in""  target=""_blank"">www.oslhyundai.in</a>"
 OSL Exclusive Pvt Ltd  ,Kolkata,WestBengal,700010, Industry Top, (033) 23720485,"<a href=""http://www.oslgroup.in""  target=""_blank"">www.oslgroup.in</a>"
 OSL Automobiles Pvt Ltd  ,Cuttak,Orissa,753009, SMEs, (0671) 2424986,Website Not Found
 Os Cars Pvt Ltd  ,Jodhpur,Rajasthan,342005, Industry Top, (0291) 2634065,"<a href=""http://www.osfordjodhpur.com""  target=""_blank"">www.osfordjodhpur.com</a>"
 Orion Hyundai  ,Gurgaon,Haryana,122001, Industry Top, (0124) 4760500,"<a href=""http://www.orion-hyundai.com""  target=""_blank"">www.orion-hyundai.com</a>"
 Orion Automobiles Pvt Ltd  ,Gurgaon,Haryana,122001, Industry Top, (0124) 4760500  2311619,"<a href=""http://www.orion-hyundai.com""  target=""_blank"">www.orion-hyundai.com</a>"
 Oriental Motor India Pvt Ltd  ,Bangalore,Karnataka,560001, MNC, (080) 41125586  41125587,"<a href=""http://www.orientalmotor.com""  target=""_blank"">www.orientalmotor.com</a>"
" Orange Auto Pvt Ltd, Visakhapatnam  ",Visakhapatnam,AndhraPradesh,530008, SMEs, (0891) 2521234,"<a href=""http://orangeauto.in""  target=""_blank"">orangeauto.in</a>"
" Orange Auto Pvt Ltd,  Godavari  ",Bhimavaram,AndhraPradesh,534201, Industry Top, (08816) 9052781234,"<a href=""http://www.orangeauto.in""  target=""_blank"">www.orangeauto.in</a>"
 Orange Auto Pvt Ltd  ,Hyderabad,Telangana,500034, Industry Top, (040) 23591111,"<a href=""http://orangeauto.in""  target=""_blank"">orangeauto.in</a>"
" Opulent Automobiles Pvt Ltd, Jind  ",Jind,Haryana,126102, SMEs, (01681) 9728178621  8813030360,Website Not Found
 Opulent Automobiles Pvt Ltd  ,Kaithal,Haryana,136027, SMEs, (01746) 8813030321  8813030327,Website Not Found
 Opulent Auto Care Pvt Ltd  ,Pune,Maharashtra,411045, Industry Top, (020) 27215055,"<a href=""http://www.opulentindia.com""  target=""_blank"">www.opulentindia.com</a>"
 Opel Auto Products Pvt Ltd  ,Chennai,TamilNadu,602107, SMEs, (044) 26812246,"<a href=""http://www.opelauto.in""  target=""_blank"">www.opelauto.in</a>"
 Onyx Auto India  ,NewDelhi,Delhi,110088, SMEs, (011) 9811250775   9868183732,"<a href=""http://www.onyxautoindia.com""  target=""_blank"">www.onyxautoindia.com</a>"
" Oneup Motors India Pvt Ltd , Alambagh  ",Lucknow,UttarPradesh,226005, SMEs, (0522) 4090300,"<a href=""http://www.oneupmaruti.com""  target=""_blank"">www.oneupmaruti.com</a>"
" One Auto Pvt Ltd, Kalikapur  ",Kolkata,WestBengal,700099, SMEs, (033) 24260262,Website Not Found
 Onassis Auto Ltd  ,Gurgaon,Haryana,122050, Industry Top, (0124) 4399600  4033999,Website Not Found
 Omni Ferrocast Corporation  ,Kadi,Gujarat,382715, SMEs, (02764) 9426999070,"<a href=""http://www.omniferrocast.in""  target=""_blank"">www.omniferrocast.in</a>"
 Omni Auto Limited  ,Jamshedpur,Jharkhand,832109, SMEs, (0657) 6451759,"<a href=""http://www.omniauto.co""  target=""_blank"">www.omniauto.co</a>"
 Omkar Enterprises  ,Pune,Maharashtra,411009, SMEs, (020) 24223054,"<a href=""http://www.omkarsystems.com""  target=""_blank"">www.omkarsystems.com</a>"
 Omega International  ,Ludhiana,Punjab,141010, SMEs, (0161) 9872791917  9872000917,Website Not Found
 Omax Autos Ltd  ,Gurgaon,Haryana,122001, India's 501-1000, (0124) 4343000,"<a href=""http://www.omaxauto.com""  target=""_blank"">www.omaxauto.com</a>"
" Om Toyota, Sikar  ",Jaipur,Rajasthan,332001, SMEs, (0141) 4242300,Website Not Found
" Om Toyota, Jaipur  ",Jaipur,Rajasthan,302013, SMEs, (0141) 4242300,"<a href=""http://www.omtoyota.com""  target=""_blank"">www.omtoyota.com</a>"
" Om Toyota, Ajmer  ",Ajmer,Rajasthan,305023, SMEs, (0145) 5156300,"<a href=""http://www.omtoyota.com""  target=""_blank"">www.omtoyota.com</a>"
 Om Shri Ram Motors Pvt Ltd  ,Mancherial,AndhraPradesh,504208, SMEs, (08736) 9849654891,Website Not Found
 Om Shree Sai Hyundai  ,Hazaribag,Jharkhand,825301, SMEs, (06546) 270974,Website Not Found
 Om Motors  ,Chennai,TamilNadu,600056, SMEs, (044) 8220051776,Website Not Found
 Om Enterprises  ,Vasai,Maharashtra,401208, SMEs, (0250) 6054222  9324667800,"<a href=""http://www.omenterprisemould.com""  target=""_blank"">www.omenterprisemould.com</a>"
 Om Bajaj  ,Sonepat,Haryana,131001, SMEs, (0130) 2247628,Website Not Found
" Olympia Honda,Chennai  ",Chennai,TamilNadu,600040, SMEs, (044) 26212100  9841422650,Website Not Found
" Olympia Honda,Ambattur  ",Chennai,TamilNadu,600058, SMEs, (044) 42299600 9841734361 9551512989,"<a href=""http://www.olympiahonda.co.in""  target=""_blank"">www.olympiahonda.co.in</a>"
 Okusa Toyota  ,Dimapur,Nagaland,797112, SMEs, (03862) 224756,Website Not Found
 Okay Industries  ,Mumbai,Maharashtra,400093, SMEs, (022) 30889090,"<a href=""http://www.okayindustries.co.in""  target=""_blank"">www.okayindustries.co.in</a>"
 Oil Lube Systems Pvt Ltd  ,Faridabad,Haryana,121001, SMEs, (0129) 2461063,"<a href=""http://oillubesystems.com""  target=""_blank"">oillubesystems.com</a>"
 OGNIBENE India Pvt Ltd  ,Lonawala,Maharashtra,410507, MNC, (02114) 660300,"<a href=""http://www.ognibene.com""  target=""_blank"">www.ognibene.com</a>"
 Odyssey Motors Pvt Ltd  ,Sambalpur,Orissa,768004, Industry Top, (0663) 9437050352,"<a href=""http://www.odysseymotors.com""  target=""_blank"">www.odysseymotors.com</a>"
 Odisha Ford (Padma Motors Pvt Ltd)  ,Cuttak,Orissa,753011, SMEs, (0671) 9238110114,"<a href=""http://www.odishaford.com""  target=""_blank"">www.odishaford.com</a>"
 Ocean Motors Pvt Ltd  ,Indore,MadhyaPradesh,452001, SMEs, (0731) 6627500,"<a href=""http://www.oceanmotors.in""  target=""_blank"">www.oceanmotors.in</a>"
 Oberai Motors  ,Dehradun,Uttaranchal,248171, Industry Top, (0135) 2645013,"<a href=""http://www.oberaimotors.com""  target=""_blank"">www.oberaimotors.com</a>"
 OATSystems Software India Pvt Ltd  ,Bangalore,Karnataka,560001, MNC, (080) 66595200,"<a href=""http://www.oatsystems.com""  target=""_blank"">www.oatsystems.com</a>"
 O M S Motors Pvt Ltd  ,Chennai,TamilNadu,600091, SMEs, (044) 9551651495,"<a href=""http://www.omsmotors.com""  target=""_blank"">www.omsmotors.com</a>"
 Nuhydro Automation Products  ,Noida,UttarPradesh,201301, SMEs, (0120) 4547401  4547402,"<a href=""http://www.nuhydro.com""  target=""_blank"">www.nuhydro.com</a>"
 Nu Metalocraft Pvt Ltd  ,Kolkata,WestBengal,700108, SMEs, (033) 25776418,"<a href=""http://www.nmplonline.com""  target=""_blank"">www.nmplonline.com</a>"
 NTF India Pvt Ltd  ,Gurgaon,Haryana,122050, Industry Top, (0124) 4840461,"<a href=""http://www.ntfindia.com""  target=""_blank"">www.ntfindia.com</a>"
 NSSL Ltd  ,Hingua,Maharashtra,440016, Industry Top, (07104) 662500  237276,"<a href=""http://www.nsslindia.com""  target=""_blank"">www.nsslindia.com</a>"
 NSK India Sales Company Pvt Ltd  ,Chennai,TamilNadu,600004, MNC, (044) 28479600,"<a href=""http://www.jp.nsk.com""  target=""_blank"">www.jp.nsk.com</a>"
" NS Motors, Ludhiana  ",Ludhiana,Punjab,141001, SMEs, (0161) 9815022289   5070777,"<a href=""http://nshero.heromotocorpdealers.com""  target=""_blank"">nshero.heromotocorpdealers.com</a>"
" NS Motors, Delhi  ",NewDelhi,Delhi,110094, SMEs, (011) 9811792630,Website Not Found
 NRB Bearings Ltd  ,Mumbai,Maharashtra,400001, India's 501-1000, (022) 22664160  22664570,"<a href=""http://www.nrbbearings.com""  target=""_blank"">www.nrbbearings.com</a>"
 NR Traders  ,Imphal,Manipur,795003, SMEs, (0385) 8974008839,Website Not Found
 NPS Drive Automation Pvt Ltd  ,Mumbai,Maharashtra,400021, SMEs, (022) 22825455  22825454,"<a href=""http://npsdapl.com""  target=""_blank"">npsdapl.com</a>"
 NPR Auto Parts Manufacturing India Pvt Ltd  ,Malur,Karnataka,563101, MNC, (08151) 292258,Website Not Found
 Nova Bicycle Industries  ,Ludhiana,Punjab,141003, Industry Top, (0161) 2533021  2530246,"<a href=""http://www.novacycle.com""  target=""_blank"">www.novacycle.com</a>"
 Northward Motors Pvt Ltd  ,Chandigarh,Chandigarh,160002, SMEs, (0172) 4602230  8146670752,Website Not Found
" Northern Motors, Jalandhar  ",Jalandhar,Punjab,144001, Industry Top, (0181) 2225092  2237094,"<a href=""http://www.northernmotors.co.in""  target=""_blank"">www.northernmotors.co.in</a>"
 Northern Motor  ,Kanpur,UttarPradesh,208004, SMEs, (0512) 2305441  9839033502,Website Not Found
 North East Super Biking  ,Guwahati,Assam,781026, SMEs, (0361) 9854022555 9854022444,Website Not Found
 North Bihar Agro Agencies Pvt Ltd  ,Muzaffarpur,Bihar,842001, SMEs, (0621) 2244695  2242742,Website Not Found
 Norma Group Products India Pvt Ltd  ,Lonawala,Maharashtra,410506, MNC, (02114) 660501  308506,"<a href=""http://www.normagroup.com""  target=""_blank"">www.normagroup.com</a>"
 Noida Ford  ,Noida,UttarPradesh,201301, SMEs, (0120) 4350000,"<a href=""http://www.noidaford.com""  target=""_blank"">www.noidaford.com</a>"
 Noble Motors India Pvt Ltd  ,Kozhikode,Kerala,673004, SMEs, (0495) 2724117  2720709,"<a href=""http://www.noblemotorsindia.com""  target=""_blank"">www.noblemotorsindia.com</a>"
 NKH India Group ( Forging Machinery Manufacturing Company )  ,Ludhiana,Punjab,141003, SMEs, (0161) 2225996  5011755,"<a href=""http://www.nkhhammers.com""  target=""_blank"">www.nkhhammers.com</a>"
 Nitish Automobiles  ,Vasai,Maharashtra,401203, SMEs, (0250) 9881118877,Website Not Found
" Nithya Motors, Karaikudy  ",Karaikudy,TamilNadu,630001, SMEs, (04565) 236000  320345,Website Not Found
 Nissin Brake India Pvt Ltd  ,Behror,Rajasthan,301705, MNC, (01494) 246733  246736,"<a href=""http://www.nissinkogyo.co.jp""  target=""_blank"">www.nissinkogyo.co.jp</a>"
