company_name,city,state,pin_code,company_type,contact_number,company_website
 Radha Madhav Automobiles Pvt Ltd  ,Vijayawada,AndhraPradesh,521108, Industry Top, (0866) 3984398,"<a href=""http://www.radhamadhavtoyota.com""  target=""_blank"">www.radhamadhavtoyota.com</a>"
 Radha Krishna Toyota  ,Hyderabad,Telangana,500033, Industry Top, (040) 30002222   33067074,"<a href=""http://www.radhakrishnatoyota.com""  target=""_blank"">www.radhakrishnatoyota.com</a>"
 Radha Krishna Automobiles Pvt Ltd  ,Hyderabad,Telangana,500033, Industry Top, (040) 30002222,"<a href=""http://www.radhakrishnatoyota.com""  target=""_blank"">www.radhakrishnatoyota.com</a>"
 Radha Hari Hero  ,Muzaffarpur,Bihar,842004, Industry Top, (0621) 7781038750  7781038751,Website Not Found
 Radha Automobiles  ,Chennai,TamilNadu,600045, SMEs, (044) 22268200  22268201,Website Not Found
 RACL Geartech Ltd  ,Noida,UttarPradesh,201301, Industry Top, (0120) 4588500  4588505,"<a href=""http://www.raunaqauto.com""  target=""_blank"">www.raunaqauto.com</a>"
 Raaja Magnetics Ltd  ,Bangalore,Karnataka,560049, SMEs, (080) 25610032  25610046,"<a href=""http://www.raajamagnetics.in""  target=""_blank"">www.raajamagnetics.in</a>"
 RA Agencies Pvt Ltd  ,Mumbai,Maharashtra,400072, SMEs, (022) 40933100,Website Not Found
 R Square Hyundai  ,Mumbai,Maharashtra,400071, Industry Top, (022) 61950000,Website Not Found
 R S Motors Pvt Ltd (Chandra Toyota  ,Udaipur,Rajasthan,313001, Industry Top, (0294) 2583015  2484895,"<a href=""http://www.chandratoyota.com""  target=""_blank"">www.chandratoyota.com</a>"
 R S Motor  ,Mumbai,Maharashtra,400607, SMEs, (022) 28678246  28678461,Website Not Found
 R M Motors Pvt Ltd  ,Vijayawada,AndhraPradesh,520010, Industry Top, (0866) 2490701  2490704,Website Not Found
 R K Profiles Pvt Ltd  ,Faridabad,Haryana,121005, SMEs, (0129) 2238230  2236643,"<a href=""http://www.rkprofiles.com""  target=""_blank"">www.rkprofiles.com</a>"
 R G Bronze Manufacturing Co Pvt Ltd  ,Chennai,TamilNadu,600098, SMEs, (044) 66703111,"<a href=""http://www.rgbronze.com""  target=""_blank"">www.rgbronze.com</a>"
 R D Motors Pvt Ltd  ,Kolkata,WestBengal,700059, SMEs, (033) 66387777  9230649525,Website Not Found
 Quetta Motorcycles  ,Dehradun,Uttaranchal,248001, SMEs, (0135) 9719009819,Website Not Found
 QH Talbros Ltd  ,Gurgaon,Haryana,122016, Industry Top, (0124) 4002963,"<a href=""http://talbros.com""  target=""_blank"">talbros.com</a>"
 PVS Automotive Company Pvt Ltd  ,Kozhikode,Kerala,673018, Industry Top, (0495) 2326060  2326061,"<a href=""http://www.pvsford.com""  target=""_blank"">www.pvsford.com</a>"
 Pushp Honda  ,Kanpur,UttarPradesh,208002, SMEs, (0512) 7080406058,Website Not Found
 Purofil Auto India Pvt Ltd  ,NewDelhi,Delhi,110092, SMEs, (011) 22146545,"<a href=""http://www.purofil.com""  target=""_blank"">www.purofil.com</a>"
 Punyashila Automobiles  ,Hoshangabad,MadhyaPradesh,461001, Industry Top, (07574) 254850 252520,"<a href=""http://www.punyashilahero.heromotocorpdealers.com""  target=""_blank"">www.punyashilahero.heromotocorpdealers.com</a>"
 Punjab Bevel Gears Ltd  ,Ghaziabad,UttarPradesh,201010, Industry Top, (0120) 4505101 4505100,"<a href=""http://www.pbgl.in""  target=""_blank"">www.pbgl.in</a>"
 Punjab Automobiles India Pvt Ltd  ,Ahmedabad,Gujarat,380061, Industry Top, (079) 9925177665,Website Not Found
 Pulsar Technologies India Pvt Ltd  ,Bangalore,Karnataka,560034, SMEs, (080) 25529101,"<a href=""http://www.pulsartechnologies.in""  target=""_blank"">www.pulsartechnologies.in</a>"
 PSN Automobiles Pvt Ltd  ,Ernakulam,Kerala,682025, Industry Top, (0484) 2343754,"<a href=""http://www.psn.in""  target=""_blank"">www.psn.in</a>"
 PS Earthmovers India Pvt Ltd  ,Howrah,WestBengal,711409, Industry Top, (033) 26697105  26697106,"<a href=""http://www.psempl.com""  target=""_blank"">www.psempl.com</a>"
 Prowheels Automotive  ,Ahmedabad,Gujarat,380014, SMEs, (079) 40315031  40315032,Website Not Found
 Provincial Automobile Company Pvt Ltd  ,Hingua,Maharashtra,440016, SMEs, (07104) 666555 238052,"<a href=""http://www.provincialauto.in""  target=""_blank"">www.provincialauto.in</a>"
 Protech Engineering Pvt Ltd  ,Bangalore,Karnataka,560091, SMEs, (080) 28365696  9845042721,"<a href=""http://www.protechengineers.in""  target=""_blank"">www.protechengineers.in</a>"
" Probiking,Goregaon  ",Mumbai,Maharashtra,400104, SMEs, (022) 65556551,Website Not Found
 Probiking Ring Road  ,Lucknow,UttarPradesh,226022, SMEs, (0522) 8417000171,Website Not Found
 Priyanka Motors  ,Jalna,Maharashtra,431203, Industry Top, (02482) 9673008860,Website Not Found
 Pritika Industries Ltd  ,Chandigarh,Chandigarh,160055, SMEs, (0172) 5008900  5008901,"<a href=""http://www.pritikagroup.com""  target=""_blank"">www.pritikagroup.com</a>"
 Priti Motor Udyog Pvt Ltd  ,Howrah,WestBengal,711403, SMEs, (033) 26530071,"<a href=""http://pritimotor.in""  target=""_blank"">pritimotor.in</a>"
 Priti Cars Pvt Ltd  ,Hubli,Karnataka,580031, SMEs, (0836) 2366180,"<a href=""http://www.pritiskoda.co.in""  target=""_blank"">www.pritiskoda.co.in</a>"
 Priority Automobiles (India) Pvt Ltd  ,Goa,Goa,403003, SMEs, (0832) 2426222  2426333,"<a href=""http://www.priorityskoda.co.in""  target=""_blank"">www.priorityskoda.co.in</a>"
" Priority Automobiles (I) Pvt Ltd,New Taleigao  ",Goa,Goa,403802, Industry Top, (0832) 2426222,"<a href=""http://www.priorityskoda.co.in""  target=""_blank"">www.priorityskoda.co.in</a>"
 Prince Motors Links Pvt Ltd  ,Ghaziabad,UttarPradesh,201001, SMEs, (0120) 4136900  9310014000,Website Not Found
" Prince Force, Ghaziabad  ",Ghaziabad,UttarPradesh,201001, SMEs, (0120) 4136900  9891014000,Website Not Found
 Prince Auto Industries  ,NewDelhi,Delhi,110052, SMEs, (011) 42502418,"<a href=""http://www.princeauto.in""  target=""_blank"">www.princeauto.in</a>"
 Prime Motor  ,Thiruvalla,Kerala,689107, SMEs, (0469) 2740108,Website Not Found
 Prime Automobiles Pvt Ltd  ,Faridabad,Haryana,121006, SMEs, (0129) 2300175  2300179,Website Not Found
 Pride Motors  ,Hyderabad,Telangana,500033, SMEs, (040) 23606148  23606158,Website Not Found
 Pride Honda  ,Hyderabad,Telangana,500049, SMEs, (040) 64566325,"<a href=""http://www.pridehonda.com""  target=""_blank"">www.pridehonda.com</a>"
 Pricol Ltd ,Coimbatore,TamilNadu,640037, India's 501-1000, (0422) 4336000,"<a href=""http://www.pricol.com""  target=""_blank"">www.pricol.com</a>"
 Prestige Motors  ,Hyderabad,Telangana,500064, SMEs, (040) 24463298,Website Not Found
" Prestige Honda,Sangrur  ",Sangrur,Punjab,148001, Industry Top, (01672) 9876150834 9876096609,Website Not Found
" Prestige Honda,Patiala  ",Patiala,Punjab,147021, SMEs, (0175) 3067777,"<a href=""http://www.prestigehonda.com""  target=""_blank"">www.prestigehonda.com</a>"
" Prestige Honda,Khanna  ",Khanna,Punjab,141401, Industry Top, (01765) 8146610600,"<a href=""http://www.prestigehonda.com""  target=""_blank"">www.prestigehonda.com</a>"
" Prestige Honda,Jalandhar  ",Jalandhar,Punjab,144001, SMEs, (0181) 3067777,"<a href=""http://www.prestigehonda.com""  target=""_blank"">www.prestigehonda.com</a>"
" Prestige Honda,Amritsar  ",Amritsar,Punjab,143001, Industry Top, (0183) 3067777,"<a href=""http://www.prestigehonda.com""  target=""_blank"">www.prestigehonda.com</a>"
" Prestige Honda, Lally Motors Pvt Ltd  ",Ludhiana,Punjab,141010, Industry Top, (0161) 3067777  3067778,"<a href=""http://www.prestigehonda.com""  target=""_blank"">www.prestigehonda.com</a>"
 Pressana Chevrolet  ,Coimbatore,TamilNadu,641005, SMEs, (0422) 4041111,"<a href=""http://www.pressanachevrolet.com""  target=""_blank"">www.pressanachevrolet.com</a>"
 Prerana Motors Pvt Ltd  ,Bangalore,Karnataka,560027, Industry Top, (080) 22211489  40011111,"<a href=""http://www.preranamotors.com""  target=""_blank"">www.preranamotors.com</a>"
" Premsons Motor, Bistupur  ",Ranchi,Jharkhand,834008, Industry Top, (0651) 6560180  9835507004,"<a href=""http://www.premsonsmotor.com""  target=""_blank"">www.premsonsmotor.com</a>"
" Premsons Motor, Bariatu Road  ",Ranchi,Jharkhand,834009, SMEs, (0651) 9386256421,"<a href=""http://www.premsonsmotor.com""  target=""_blank"">www.premsonsmotor.com</a>"
 Premier Motor Garage  ,Chandigarh,Chandigarh,160017, Industry Top, (0172) 9501188660,Website Not Found
 Premier Ltd  ,Pune,Maharashtra,411019, Industry Top, (020) 66310000  27475161,"<a href=""http://www.premier.co.in""  target=""_blank"">www.premier.co.in</a>"
 Premier Car World Pvt Ltd  ,Kolkata,WestBengal,700058, Industry Top, (033) 9836983691,"<a href=""http://www.premiercarworld.com""  target=""_blank"">www.premiercarworld.com</a>"
 Premier Car Sales Ltd  ,Lucknow,UttarPradesh,226001, SMEs, (0522) 4152222  9451982368,Website Not Found
" Prem Motors, Shivpuri  ",Gwalior,MadhyaPradesh,474001, SMEs, (0751) 2970041,Website Not Found
" Prem Motors, Mahipalpur  ",NewDelhi,Delhi,110076, SMEs, (011) 42390000,"<a href=""http://www.premmotors.com""  target=""_blank"">www.premmotors.com</a>"
" Prem Motors, Jaipur  ",Jaipur,Rajasthan,302015, SMEs, (0141) 4411111,"<a href=""http://www.premmotors.com""  target=""_blank"">www.premmotors.com</a>"
" Prem Motors Pvt Ltd, Vasant Kunj  ",NewDelhi,Delhi,110037, SMEs, (011) 42390000,"<a href=""http://www.premmotors.com""  target=""_blank"">www.premmotors.com</a>"
" Prem Motors Pvt Ltd, MG Road  ",Gurgaon,Haryana,122002, Industry Top, (0124) 4180000,"<a href=""http://apraauto.com""  target=""_blank"">apraauto.com</a>"
 Prem Motors Pvt Ltd  ,Gurgaon,Haryana,122001, Industry Top, (0124) 4319000,"<a href=""http://www.premmotors.com""  target=""_blank"">www.premmotors.com</a>"
 Prem Motors  ,Ajmer,Rajasthan,302006, Industry Top, (0145) 4511111,"<a href=""http://www.premmotors.com""  target=""_blank"">www.premmotors.com</a>"
 Prem Ford  ,Agra,UttarPradesh,282002, Industry Top, (0562) 9837756222,"<a href=""http://www.premford.com""  target=""_blank"">www.premford.com</a>"
 Preetam Springs Pvt Ltd  ,Nagpur,Maharashtra,440016, SMEs, (0712) 237858  9373113340,"<a href=""http://preetamsprings.in""  target=""_blank"">preetamsprings.in</a>"
 Preet Tractors Pvt Ltd  ,Nabha,Punjab,147201, Industry Top, (01765) 220400  222609,"<a href=""http://www.preettractors.com""  target=""_blank"">www.preettractors.com</a>"
 Preet Agro Industries Pvt Ltd  ,Nabha,Punjab,147201, Industry Top, (01765) 9814701349  220400,"<a href=""http://www.preet.co""  target=""_blank"">www.preet.co</a>"
 Precitech Turnings Pvt Ltd  ,Faridabad,Haryana,121001, SMEs, (0129) 4063478  9811013901,"<a href=""http://preciousoverseas.com""  target=""_blank"">preciousoverseas.com</a>"
 Precision Products Marketing Pvt Ltd  ,Chennai,TamilNadu,600082, SMEs, (044) 25502038  25506427,"<a href=""http://www.precisionproducts.in""  target=""_blank"">www.precisionproducts.in</a>"
 Precision Engineers  ,Surat,Gujarat,395002, SMEs, (0261) 2329616  2312499,"<a href=""http://www.precisioneng.in""  target=""_blank"">www.precisioneng.in</a>"
 Precision Camshafts Ltd  ,Solapur,Maharashtra,413255, Industry Top, (0217) 9168646531  9168646532,"<a href=""http://www.pclindia.in""  target=""_blank"">www.pclindia.in</a>"
 Precision Bearings Pvt Ltd ( ZNL )  ,Mumbai,Maharashtra,400057, Industry Top, (022) 26100948  32546735,"<a href=""http://www.znlbearings.com""  target=""_blank"">www.znlbearings.com</a>"
 Precision Autowares Pvt Ltd  ,Gandhinagar,Gujarat,382481, SMEs, (079) 9825039609,"<a href=""http://www.precisionautowares.net""  target=""_blank"">www.precisionautowares.net</a>"
 PreciForge and Gears  ,Chakan,Maharashtra,410501, Industry Top, (02135) 9325249369,"<a href=""http://www.pfggears.com""  target=""_blank"">www.pfggears.com</a>"
 PRD Automobiles  ,Birbhum,WestBengal,731219, SMEs, (03463) 9733771526  9153340303,Website Not Found
 Prayag Bajaj  ,Giridih,Jharkhand,815301, SMEs, (06532) 8294808244,Website Not Found
 Pravin Wipers & Ancillaries Pvt Ltd(Pravin Group) ,Vasai,Maharashtra,401210, Industry Top, (0250) 8048580159,"<a href=""http://www.pravingroup.com""  target=""_blank"">www.pravingroup.com</a>"
 Pravin Techno Trac. Engg. India Pvt Ltd (Pravin Group) ,Mumbai,Maharashtra,400083, SMEs, (022) 28752745   28746905,"<a href=""http://www.pravingroup.com""  target=""_blank"">www.pravingroup.com</a>"
 Pratul Automobiles Pvt Ltd ,Hyderabad,Telangana,500018, Industry Top, (040) 23801310  23801312,"<a href=""http://buttagroup.com""  target=""_blank"">buttagroup.com</a>"
 Pratik Automobiles  ,Ranchi,Jharkhand,834001, SMEs, (0651) 9470590151,Website Not Found
" Pratibha Motors, Pune  ",Pune,Maharashtra,411033, SMEs, (020) 9552595839,"<a href=""http://www.pratibhamotors.com""  target=""_blank"">www.pratibhamotors.com</a>"
" Pratibha Motors, Baner  ",Pune,Maharashtra,411045, SMEs, (020) 9011045254  9689728080,"<a href=""http://www.pratibhamotors.com""  target=""_blank"">www.pratibhamotors.com</a>"
 Pratibha Motors  ,Osmanabad,Maharashtra,413501, SMEs, (02472) 229250  229251,Website Not Found
 Pratham Motors.  ,Bangalore,Karnataka,560102, SMEs, (080) 30712020,Website Not Found
" Pratham Motors, Bellandur  ",Bangalore,Karnataka,560103, SMEs, (080) 9590009944,"<a href=""http://www.prathammotors.com""  target=""_blank"">www.prathammotors.com</a>"
 Pratham Motors Pvt Ltd  ,Bangalore,Karnataka,560010, Industry Top, (080) 30712020  9591991199,"<a href=""http://www.prathammotors.com""  target=""_blank"">www.prathammotors.com</a>"
 Pratham Motors  ,Bangalore,Karnataka,560052, SMEs, (080) 9845779404,"<a href=""http://prathammotors.com""  target=""_blank"">prathammotors.com</a>"
 Pratap Automobiles  ,Jaipur,Rajasthan,302013, SMEs, (0141) 2330928,Website Not Found
 Prashant Automobiles Pvt Ltd  ,Muzaffarpur,Bihar,842001, SMEs, (0621) 7544008752  2241195,Website Not Found
" Prani Auto Plaza, Anantapur  ",Anantapur,AndhraPradesh,515001, Industry Top, (08554) 273473  273573,Website Not Found
 Prani Auto Plaza Pvt Ltd  ,Kurnool,AndhraPradesh,518003, Industry Top, (08518) 9866677557,Website Not Found
 Pranav Industries  ,Bassein,Maharashtra,401210, SMEs, (0250) 2393985  3291661,Website Not Found
 Pranaav Enterprises  ,Pune,Maharashtra,411039, SMEs, (020) 9822684411,"<a href=""http://www.pranaavent.com""  target=""_blank"">www.pranaavent.com</a>"
 Pramukh Hyundai  ,Mumbai,Maharashtra,400025, SMEs, (022) 49106666,"<a href=""http://pramukh.hyundaimotor.in""  target=""_blank"">pramukh.hyundaimotor.in</a>"
 Pramaan Automotives Pvt Ltd  ,Chennai,TamilNadu,600088, Industry Top, (044) 22602626  22601599,Website Not Found
 Prakash Motors  ,Anand,Gujarat,388001, SMEs, (02692) 260835,Website Not Found
 Prakash Auto Pvt Ltd  ,Ulhasnagar,Maharashtra,421003, SMEs, (0251) 9324171444  9321352333,"<a href=""http://www.prakashauto.com""  target=""_blank"">www.prakashauto.com</a>"
 Prabhu Motors Pvt Ltd  ,Shimoga,Karnataka,577202, SMEs, (08182) 229222  9448027818,Website Not Found
 Prabha Engineering Pvt Ltd  ,Mumbai,Maharashtra,400093, Industry Top, (022) 61519300  61519347,"<a href=""http://www.prabha-engg.com""  target=""_blank"">www.prabha-engg.com</a>"
 Prabha Engineering Company  ,NewDelhi,Delhi,110005, SMEs, (011) 09350835800,"<a href=""http://tractorgears.com""  target=""_blank"">tractorgears.com</a>"
 PPS Motors Pvt Ltd  ,Hyderabad,Telangana,500082, SMEs, (040) 64150001,"<a href=""http://www.ppsmotors.in""  target=""_blank"">www.ppsmotors.in</a>"
 PP Autotek Pvt  Ltd  ,Panipat,Haryana,132103, SMEs, (0180) 8059599900,"<a href=""http://www.volkswagenpanipat.co.in""  target=""_blank"">www.volkswagenpanipat.co.in</a>"
 PP Auto Agency Pvt Ltd  ,Burdwan,WestBengal,713104, Industry Top, (0342) 2052680  9333094202,Website Not Found
 Power Motors  ,Bokaro,Jharkhand,827004, Industry Top, (06542) 232977 232988,"<a href=""http://www.powermotorscars.com""  target=""_blank"">www.powermotorscars.com</a>"
 Power City Motors  ,Alappuzha,Kerala,690502, Industry Top, (0477) 2446060  9895015678,Website Not Found
 Porwal Auto Components Ltd  ,Dhar,MadhyaPradesh,454775, Industry Top, (07292) 421300,"<a href=""http://www.porwalauto.com""  target=""_blank"">www.porwalauto.com</a>"
" Popular Wheelers, Isanpur  ",Ahmedabad,Gujarat,382443, SMEs, (079) 61903232,Website Not Found
 Popular Wheelers Pvt Ltd  ,Ahmedabad,Gujarat,380006, Industry Top, (079) 61602222,Website Not Found
" Popular Vehicles, Peringavu  ",Thrissur,Kerala,680018, SMEs, (0487 ) 2327540  2327541,"<a href=""http://www.popularmaruti.com""  target=""_blank"">www.popularmaruti.com</a>"
" Popular Vehicles, Pallikaranai (Maruti Suzuki)  ",Chennai,TamilNadu,600100, SMEs, (044) 64556556,"<a href=""http://www.popularmaruti.com""  target=""_blank"">www.popularmaruti.com</a>"
" Popular Vehicles, Ernakulam  ",Ernakulam,Kerala,682025, SMEs, (0484) 2330039,"<a href=""http://www.popularmaruti.com""  target=""_blank"">www.popularmaruti.com</a>"
" Popular Vehicles, Civil Station  ",Kozhikode,Kerala,673020, SMEs, (0495) 2370007,Website Not Found
" Popular Vehicles, Anna Nagar  ",Chennai,TamilNadu,600102, SMEs, (044) 65877970,"<a href=""http://www.popularmaruti.com""  target=""_blank"">www.popularmaruti.com</a>"
 Popular Vehicles & Services Pvt Ltd (Maruti)  ,Kochi,Kerala,682025, Industry Top, (0484) 2341134  2330039,"<a href=""http://www.popularmaruti.com""  target=""_blank"">www.popularmaruti.com</a>"
 Popular Vehicles  ,Kozhikode,Kerala,673020, Industry Top, (0495) 9846297993,Website Not Found
 Popular Motor World Pvt Ltd.  ,Kochi,Kerala,682019, SMEs, (0484) 2803500  2803510,"<a href=""http://www.popularhyundai.com""  target=""_blank"">www.popularhyundai.com</a>"
" Popular Bajaj, Ernakulam  ",Ernakulam,Kerala,682306, SMEs, (0484) 8129824061,Website Not Found
" Popular Bajaj, Bangalore  ",Bangalore,Karnataka,560029, SMEs, (080) 26689845  26689846,"<a href=""http://www.popularbajaj.com""  target=""_blank"">www.popularbajaj.com</a>"
" Popular Bajaj, Alappuzha  ",Alappuzha,Kerala,688014, SMEs, (0477) 9895077990  2288419,"<a href=""http://www.popularbajaj.com""  target=""_blank"">www.popularbajaj.com</a>"
 Popular Automobiles  ,Shirol,Maharashtra,416121, SMEs, (02322) 252551,Website Not Found
 Poona Shims Pvt Ltd  ,Pune,Maharashtra,411004, SMEs, (020) 25425492,"<a href=""http://www.poshindia.com""  target=""_blank"">www.poshindia.com</a>"
" Poomkudy Force, Kochi  ",Kochi,Kerala,682024, SMEs, (0484) 9846338575,Website Not Found
 Poo Motors  ,Bongaigaon,Assam,783380, SMEs, (03664) 230531  9435021821,"<a href=""http://poohero.heromotocorpdealers.com""  target=""_blank"">poohero.heromotocorpdealers.com</a>"
 Polyplastics Industries India Pvt Ltd  ,Yamunanagar,Haryana,135001, Industry Top, (01732) 291000  291011,Website Not Found
 Polyplastics Automotive India Pvt Ltd  ,Bawal,Haryana,123501, SMEs, (01284) 9996788639,"<a href=""http://www.polyplasticsindia.com""  target=""_blank"">www.polyplasticsindia.com</a>"
 Polyerubb Industries  ,Ahmedabad,Gujarat,382445, SMEs, (079) 25835533,"<a href=""http://www.rubberproductindia.com""  target=""_blank"">www.rubberproductindia.com</a>"
 Polybond India Pvt Ltd  ,Pune,Maharashtra,411014, Industry Top, (020) 30517201  30517212,"<a href=""http://www.polybondindia.com""  target=""_blank"">www.polybondindia.com</a>"
" Podder Toyota, Agartala  ",Agartala,Tripura,799009, SMEs, (0381) 2341057,Website Not Found
 Podder Toyota  ,Silchar,Assam,788003, SMEs, (03842) 268780,"<a href=""http://www.poddertoyota.in""  target=""_blank"">www.poddertoyota.in</a>"
 Poddar Tyres Ltd  ,Mumbai,Maharashtra,400020, Industry Top, (022) 22004812   22003629,"<a href=""http://www.bedrocktyres.com""  target=""_blank"">www.bedrocktyres.com</a>"
 Poddar Solutions Pvt Ltd  ,Gaya,Bihar,823001, SMEs, (0631) 7542027791,Website Not Found
 Poddar Car World Pvt Ltd.  ,Guwahati,Assam,781035, SMEs, (0361) 7101700,"<a href=""http://www.poddarmaruti.com""  target=""_blank"">www.poddarmaruti.com</a>"
 Poddar Car World Pvt Ltd  ,Guwahati,Assam,781022, SMEs, (0361) 9435732770,"<a href=""http://www.poddarmaruti.com""  target=""_blank"">www.poddarmaruti.com</a>"
 Pmp Engineering  ,NewDelhi,Delhi,110030, SMEs, (011) 26643855,"<a href=""http://www.pmpeng.com""  target=""_blank"">www.pmpeng.com</a>"
" PMG Automobiles Pvt Ltd, Chandigarh  ",Chandigarh,Chandigarh,160002, Industry Top, (0172) 9316111560,"<a href=""http://www.pmgautos.com""  target=""_blank"">www.pmgautos.com</a>"
 PMG Automobiles Pvt Ltd  ,Patiala,Punjab,147021, SMEs, (0175) 9915022322,Website Not Found
 PM Cars Pvt Ltd  ,Kurnool,AndhraPradesh,518005, SMEs, (08518) 257589  257588,Website Not Found
" Platino Classic Motors Pvt Ltd, Kozhikode 4S  ",Kozhikode,Kerala,673011, SMEs, (0495) 6696666,"<a href=""http://www.bmw-platinoclassic.in""  target=""_blank"">www.bmw-platinoclassic.in</a>"
" Platino Classic Motors Pvt Ltd, Cochin 4S  ",Kochi,Kerala,682304, SMEs, (0484) 6696666  6696600,"<a href=""http://www.bmw-platinoclassic.in""  target=""_blank"">www.bmw-platinoclassic.in</a>"
 Platino Classic  ,Kochi,Kerala,682304, Industry Top, (0484) 9633009966  6696639,"<a href=""http://www.bmw-platinoclassic.in""  target=""_blank"">www.bmw-platinoclassic.in</a>"
 Planetary Gear Drives India Pvt Ltd  ,Bangalore,Karnataka,560049, SMEs, (080) 25610509,Website Not Found
" Planet Bajaj, Wakdewadi  ",Pune,Maharashtra,411003, SMEs, (020) 65363666  9923208070,Website Not Found
 Planet Automotive Pvt Ltd ( Planet Hyundai )  ,Ahmedabad,Gujarat,380008, Industry Top, (079) 66107000,"<a href=""http://www.planetauto.in""  target=""_blank"">www.planetauto.in</a>"
 PLA Motors (Maruti Suzuki)  ,Trichy,TamilNadu,620001, Industry Top, (0431) 2460461,"<a href=""http://www.plagroup.in""  target=""_blank"">www.plagroup.in</a>"
 Pix Transmissions Ltd  ,Wadi,Maharashtra,440016, Industry Top, (07104) 669000,"<a href=""http://www.pixtrans.com""  target=""_blank"">www.pixtrans.com</a>"
 Pirelli Tyre Suisse SA  ,NewDelhi,Delhi,110019, MNC, (011) 44128790,"<a href=""http://www.pirelli.com""  target=""_blank"">www.pirelli.com</a>"
" Pioneer Toyota, Rajpura  ",Rajpura,Punjab,140401, SMEs, (01762) 8288090442,Website Not Found
" Pioneer Toyota, Patiala  ",Patiala,Punjab,147001, SMEs, (0175) 2232442,"<a href=""http://www.pioneertoyota.com""  target=""_blank"">www.pioneertoyota.com</a>"
" Pioneer Toyota, Fatehgarh Sahib  ",FatehgarhSahib,Punjab,140406, SMEs, (01762) 8146399442,"<a href=""http://www.pioneertoyota.com""  target=""_blank"">www.pioneertoyota.com</a>"
" Pioneer Toyota, Bathinda  ",Batala,Punjab,151001, SMEs, (01871) 8288070442,"<a href=""http://www.pioneertoyota.com""  target=""_blank"">www.pioneertoyota.com</a>"
 Pioneer Toyota  ,Chandigarh,Chandigarh,160022, Industry Top, (0172) 5288908,"<a href=""http://www.pioneertoyota.com""  target=""_blank"">www.pioneertoyota.com</a>"
 Pioneer Nuts And Bolts Pvt Ltd  ,Ludhiana,Punjab,141010, SMEs, (0161) 9316915397,"<a href=""http://www.tuffbolt.com""  target=""_blank"">www.tuffbolt.com</a>"
 Pioneer NF Forgings India Pvt Ltd ,Chennai,TamilNadu,603209, SMEs, (044) 47468181,Website Not Found
 Pioneer Automotive Equipments Pvt Ltd  ,GreaterNoida,UttarPradesh,201306, SMEs, (0120) 6495335,"<a href=""http://www.pioneerworld.org""  target=""_blank"">www.pioneerworld.org</a>"
 Pinnacle Industries Ltd  ,Dhar,MadhyaPradesh,454775, Industry Top, (07292) 308030   308330,"<a href=""http://www.pinnacleindustries.com""  target=""_blank"">www.pinnacleindustries.com</a>"
" Pinnacle Fiat, Muvattupuzha  ",Muvattupuzha,Kerala,686673, Industry Top, (0485) 8111995001  8111995008,"<a href=""http://www.pinnaclefiat.com""  target=""_blank"">www.pinnaclefiat.com</a>"
" PINKCITY HONDA,Bhiwadi  ",Bhiwadi,Rajasthan,301019, Industry Top, (01493) 7023004549,Website Not Found
 Pink City Motors Pvt Ltd  ,Bhiwadi,Rajasthan,302015, SMEs, (01493) 7023004547  9166706709,Website Not Found
" Pink City Honda,Jaipur  ",Jaipur,Rajasthan,302013, Industry Top, (0141) 9829454400  4100200,Website Not Found
" Pink City Honda,Alwar  ",Alwar,Rajasthan,301001, SMEs, (0144) 9166706701 3010200,"<a href=""http://www.carwale.com""  target=""_blank"">www.carwale.com</a>"
 Pinakin Motors  ,Hubli,Karnataka,580020, SMEs, (0836) 2223111 7026634711,Website Not Found
 Pinak Industries  ,Mumbai,Maharashtra,400102, SMEs, (022) 26782581  9821056414,"<a href=""http://www.pinakindustries.com""  target=""_blank"">www.pinakindustries.com</a>"
 Pibco Enterprises Pvt Ltd  ,Guwahati,Assam,781005, Industry Top, (0361) 2344709  9435101796,Website Not Found
 Piaggio Vehicles Pvt. Ltd  ,Pune,Maharashtra,400006, MNC, (020) 30518300  66013150,"<a href=""http://piaggio.co.in""  target=""_blank"">piaggio.co.in</a>"
 Phoenix Motors Pvt Ltd  ,Hyderabad,Telangana,500081, SMEs, (040) 8886900007,Website Not Found
 Phoenix Motors  ,Hyderabad,Telangana,500039, SMEs, (040) 27177335  27177336,Website Not Found
 Pfeda Synthetics Pvt Ltd  ,Noida,UttarPradesh,201301, SMEs, (0120) 4080000  2523743,"<a href=""http://www.pfeda.com""  target=""_blank"">www.pfeda.com</a>"
 Pethkar Motors Pvt Ltd  ,Pune,Maharashtra,411038, Industry Top, (020) 9764995587,"<a href=""http://www.pethkarmotors.com""  target=""_blank"">www.pethkarmotors.com</a>"
 Petal Auto Pvt Ltd  ,Ahmedabad,Gujarat,380061, Industry Top, (079) 66107000   65123311,"<a href=""http://www.planetauto.in""  target=""_blank"">www.planetauto.in</a>"
 Permanent Magnets Ltd (Taparia Group)  ,Mumbai,Maharashtra,401104, Industry Top, (022) 29452121  29452124,"<a href=""http://www.pmlindia.com""  target=""_blank"">www.pmlindia.com</a>"
 Performance Zone  ,NewDelhi,Delhi,110008, SMEs, (011) 45023564,"<a href=""http://www.performancezone.co.in""  target=""_blank"">www.performancezone.co.in</a>"
 Performance Car(Aston Martin)  ,Mumbai,Maharashtra,400026, Industry Top, (022) 65811007,Website Not Found
